Asset Type,Asset,Engaged People,Engaged Accounts,BDR Booked Meeting (MQL),High Value Inquiry,Qualified Inquiry,SAL $,SALQ $,Closed Won $
p_5ea52c2bb2,p_113e63e0ce,112,54,0,0.33,0.34,1684.67,1676.93,292.81
p_35d5f6446d,p_178cbaaf2a,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_9fb02633ad,3,0,0,0,0,0,0,0
p_5ea52c2bb2,p_ecc074e84d,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_b1ee3b9988,1,0,0,0,0,0,0,0
p_96fe923d5b,p_61ba213fec,1,1,0,0,0,0,0,0
p_18df50f95b,p_74377e0e5d,1,0,0,0,0,0,0,0
p_54a6a1c242,p_d801cc611f,364,200,0.37,0.9,1.19,70539.45,73379.98,3444.19
p_463a8a7b6f,p_7f7219672c,1,0,0,0,0,0,0,0
p_35d5f6446d,p_d0b14d1b2d,1,0,0,0,0,0,0,0
p_fedadf1682,p_a47a322840,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_f134fb4f44,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_63d4ec72e3,4,2,0,0,0,0,0,0
p_463a8a7b6f,p_1dcbd4a172,1,0,0,0,0,0,0,0
p_fa15783640,p_4eda1801a2,36,12,0,0,0,0,0.01,0.01
p_463a8a7b6f,p_7b7e5b3591,3,0,0,0,0,11.02,10.91,0
p_463a8a7b6f,p_ec043efbc9,1,0,0,0,0,0,0,0
p_fedadf1682,p_1fb30d954a,2,1,0,0,0,0,0,0
p_9ee8c7bb3f,p_55f9b3dae2,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_3f10978eb2,4,3,0,0.11,0.14,0,0.02,0.04
p_9ee8c7bb3f,p_1e55ce05c8,2,2,0,0,0,0,0,0
p_9ee8c7bb3f,p_367f1ff1fe,1,1,0,0,0,24.83,23.92,0
p_fedadf1682,p_8af9361579,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_dd640f9a12,3,0,0,0,0,0,0,0
p_fedadf1682,p_b946fe000c,3,1,0,0,0,0,144.28,0
p_35d5f6446d,p_0400a6483e,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_06e2140c30,2,1,0,0,0,0,0,0
p_96fe923d5b,p_b7a6a85fee,1,1,0,0,0,0,0,0
p_9ee8c7bb3f,p_8afc6ba837,1,1,0,0,0,0,0,0
p_54a6a1c242,p_24b7b330f0,15,6,0,0,0,0,0,0
p_5ea52c2bb2,p_03d565db9c,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_bcdc001a23,1,1,0,0,0,0,0,0
p_18df50f95b,p_f34c73f37d,1,1,0,0,0,0,0,0
p_463a8a7b6f,p_95bae4571a,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_4913c85ec7,1,1,0,0,0,0,0,0
p_9ee8c7bb3f,p_e01449a2a6,12,5,0,0,0,0,0.01,0.01
p_463a8a7b6f,p_0b5676919e,1,0,0,0,0,0,0,0
p_35d5f6446d,p_0960c5f618,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_3ff9690beb,1,0,0,0,0,0,0,0
p_35d5f6446d,p_9fe32eb788,201,96,0,0.18,0.32,36434.84,36422.04,1392.45
p_fa15783640,p_5e8f2e56e5,1,1,0,0,0,0,0,0
p_5ea52c2bb2,p_a3946abf24,41,17,0,0.5,0,123.26,127.01,83.97
p_5ea52c2bb2,p_40f03aa8ae,1016,320,0.2,1.75,1.75,11935.58,12223.94,755.8
p_463a8a7b6f,p_67ed83aa6e,1,0,0,0,0,0,0.04,0.07
p_444b282eb9,p_d9f463cb00,799,496,1.58,4.92,4.49,80148.68,117276.41,18598.88
p_18df50f95b,p_d5aec24ec0,1,1,0,0,0,0,0,0
p_18df50f95b,p_6a561cac6d,1,1,0,0,0,0,0,0
p_fa15783640,p_01751f23ab,1,0,0,0,0,0,0,0
p_a8e5fab6b1,p_d4f566ae29,1,0,0,0,0,0,0,0
p_54a6a1c242,p_1d3ed9af38,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_f105a111f7,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_7b0f5ec7b4,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_2bbb2fec9a,112,36,0,0.47,0.45,0,217.85,44.2
p_fa15783640,p_2c81dcda3d,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_779f82db7e,1,1,0,0,0,0,0,0
p_fa15783640,p_1d220b6274,4,4,0,0,0,0,0.03,242.05
p_35d5f6446d,p_ae2b079df3,3,3,0,0,0.02,0,0,25.34
p_fa15783640,p_aaa89551a6,2,0,0,0,0,0,0,0
p_35d5f6446d,p_0fc72126d7,1,0,0,0,0,0,0,0
p_fa15783640,p_5cf8b8a32b,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_5865f9dce8,2,0,0,0,0,0,0,0
p_fa15783640,p_b326f1a26c,1,0,0,0,0,0,0,0
p_892bde13bc,p_84024ed011,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_48d4479d22,1,1,0,0,0,0,0,0
p_463a8a7b6f,p_b31de34706,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_52d7d98f81,34,14,0,0,0,871.71,4311.32,24.57
p_fa15783640,p_f5515529c4,2,0,0,0,0,0,0,0
p_463a8a7b6f,p_426e317ad8,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_0d3ac08a8c,3,2,0,0,0,0,0,0
p_fedadf1682,p_2a03c75964,1,0,0,0,0,0,0,0
p_337a2ae173,p_897612cd52,1,1,0,0.01,0,0,0,0
p_fedadf1682,p_4085e615d6,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_5aaef29625,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_cf06af405a,8,6,0,0.01,0.02,0,0,0
p_463a8a7b6f,p_09dccc432a,7,7,0,0.33,0,0,5.03,0
p_35d5f6446d,p_b5218342de,2,1,0,0,0,0,0,0
p_463a8a7b6f,p_023628e45e,1,1,0,0,0,0,0,0
p_5ea52c2bb2,p_a2a2571fcd,1,0,0,0,0,0,0,0
p_a8e5fab6b1,p_f04d8ca641,1,0,0,0,0,0,0,0
p_337a2ae173,p_e645092630,2,1,0,0,0,0,0,0
p_463a8a7b6f,p_0de3843162,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_8c2f6df0cb,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_ad0010e421,1,0,0,0,0,0,0,0
p_fedadf1682,p_bc28e18613,1,1,0,0,0,0,0,0
p_463a8a7b6f,p_15e1861145,1,1,0,0,0,0,0,0
p_5ea52c2bb2,p_a5ee48b9f9,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_ede1c81226,1,1,0,0,0.01,0,0.01,0.01
p_fa15783640,p_24e1f602e8,2,1,0,0,0,0,0,0
p_463a8a7b6f,p_f3b1367666,1,0,0,0,0,0,0,0
p_fa15783640,p_f22ce020b1,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_c45cffd34c,1,1,0,0.01,0,0,0,0
p_96fe923d5b,p_44b86fbbd7,20,11,0,0,0,0,0.08,3228.51
p_9ee8c7bb3f,p_f618876fda,2,0,0,0,0,0,0,0
p_a8e5fab6b1,p_c54dccdca3,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_9c2db72418,68,28,0,0,0.04,45.57,45.6,1032.24
p_463a8a7b6f,p_eaa04581bd,1,0,0,0,0,0,0,0
p_337a2ae173,p_c800a5a5c3,9,5,0,0,0,0,0,0
p_96fe923d5b,p_9de64e6e6c,3,1,0,0,0,0,0,0
p_463a8a7b6f,p_05fbf9e839,20,13,0,0,0,359.23,347.27,1.9
p_fedadf1682,p_d793dd2002,1,0,0,0,0,0,0,0
p_fedadf1682,p_39578e9eb4,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_9589289864,2,0,0,0,0,0,0,0
p_5ea52c2bb2,p_6f95c1eeb2,74,43,0,0.05,0.24,2040.12,2921.52,1364
p_5ea52c2bb2,p_871cc73207,6,5,0,0,0,0,0,40.55
p_35d5f6446d,p_b1f13a430c,45,26,0,0,0.01,2842.42,5712.95,138.06
p_fa15783640,p_f8dce69795,30,24,0,0,0.17,1109.7,1108.93,410.26
p_463a8a7b6f,p_92e3af3779,1,0,0,0,0,0,0,0
p_fa15783640,p_46dac7b5fe,1,0,0,0,0,0,0.01,0.02
p_fedadf1682,p_3bd9c92f91,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_391ab08468,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_edf0bc8d2f,3,1,0,0,0,0,0,0
p_5ea52c2bb2,p_b1205f562f,1274,657,0.03,0.23,0.91,115031.38,147879.99,37635.99
p_9ee8c7bb3f,p_48b26b2887,2,0,0,0,0,0,0,0
p_fedadf1682,p_8146de5928,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_d4cc51928c,1,0,0,0,0,0,0,0
p_18df50f95b,p_b93c37012c,2,2,0,0,0,0,0,0
p_fedadf1682,p_7f070039ce,1,0,0,0,0,0,0,0
p_35d5f6446d,p_7944fcc671,2,1,0,0,0,0,0,0
p_9ee8c7bb3f,p_d7d3b3d78c,3,0,0,0,0,0,0,0
p_35d5f6446d,p_67b3aa8608,30,21,0,0,0.01,403.55,402.02,0.03
p_a8e5fab6b1,p_e3974a2c5d,2,0,0,0,0,0,0,0
p_463a8a7b6f,p_f9a8f18cf2,2,0,0,0,0,0,0,0
p_463a8a7b6f,p_b14875a3d4,1,1,0,0,0,0,0,0
p_5ea52c2bb2,p_a11a3fd4ac,2,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_5b956c9c58,1,0,0,0,0,0,0,0
p_35d5f6446d,p_4814c71282,2,0,0,0,0,0,0,0
p_5ea52c2bb2,p_c68f03f92c,1,1,0,0,0,0,0,0
p_5ea52c2bb2,p_18615a797e,154,79,0,0.09,0.17,1986.96,1983.04,157.97
p_463a8a7b6f,p_619096a02b,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_339b6c1dda,1,0,0,0,0,0,0,0
p_444b282eb9,p_4bd146511d,49,26,0,0.66,0.72,701.65,701.69,1592.34
p_9ee8c7bb3f,p_384acf728a,88,17,0,0,0,0,0.01,9.65
p_5ea52c2bb2,p_163c493bf5,19,11,0,0,0,0,0.05,13.82
p_9ee8c7bb3f,p_5a25b2a35c,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_919957e5be,1,1,0,0,0,0,0,0
p_463a8a7b6f,p_c80642d452,1,0,0,0,0,0,0,0
p_35d5f6446d,p_b26e3d84eb,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_f8f3be6a8b,2,1,0,0.15,0,0,0,0
p_fa15783640,p_ef14703547,1,0,0,0,0,0,0,0
p_a8e5fab6b1,p_56245b04a7,1,0,0,0,0,0,0,0
p_444b282eb9,p_2377dbde21,1,1,0,0,0,300.78,298.27,0
p_463a8a7b6f,p_25e9c61fb7,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_135cacf114,1,0,0,0,0,0,0,0
p_fa15783640,p_f6ac5d54ea,1,1,0,0,0,0,0,0
p_892bde13bc,p_020cd43fe0,46,20,0,0,0,0,0,648.28
p_fedadf1682,p_a818565ddf,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_d683461213,2,0,0,0,0,0,0,0
p_fa15783640,p_db02bec97a,1,1,0,0,0,0,0,0
p_fedadf1682,p_c009aa46d2,2,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_9119541ff1,1,1,0,0,0,0,0,0
p_9ee8c7bb3f,p_a6af35895a,2,1,0,0,0,0,0,0
p_fedadf1682,p_6314e701fc,2,0,0,0,0,0,0,0
p_463a8a7b6f,p_27d28150c9,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_3e141d21e3,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_3e05650b6d,2,1,0,0,0,0,0,321.66
p_35d5f6446d,p_f88782039f,2,2,0,0,0,146.63,145.24,25.83
p_eacc5274cf,p_7acd2068e0,2,2,0,0,0,0,0,0
p_5ea52c2bb2,p_7762980ea3,1,0,0,0,0,0,0,0
p_fa15783640,p_7ed08ed8c1,143,90,0.37,0.02,4.72,26733,26430.09,2558.66
p_35d5f6446d,p_ff4ce42c6a,6,3,0,0,0,0,0,0
p_463a8a7b6f,p_f9fdf9841e,1,0,0,0,0,0,0.05,0.09
p_fa15783640,p_3f6d6c7e1f,1,0,0,0,0,0,0,0
p_35d5f6446d,p_ea19ab4bab,1,0,0,0,0,0,0,0
p_35d5f6446d,p_0242c3a4a0,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_5ad5fa6145,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_a7a3364e44,1,0,0,0,0,0,0,0
p_fa15783640,p_b242dbf681,32,22,0,0,0.01,99.46,97.63,58.29
p_fedadf1682,p_e42b2d7d5a,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_ddc900ef7f,106,55,0,0,0,3856.58,3839.53,1852.62
p_fedadf1682,p_28f7e26c55,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_aa1956cec6,1,1,0,0,0,0,0,0
p_fa15783640,p_b8c1ce1d9c,1,0,0,0,0,0,0,0
p_35d5f6446d,p_de95c0da4a,12,8,0,0,0,0,0.01,25.37
p_9ee8c7bb3f,p_f7d2ae16d5,3,0,0,0,0,0,0,0
p_fceac992e7,p_fa4aa4bc2d,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_b1c2da582a,3,2,0,0,0,622.7,573.52,750.67
p_9ee8c7bb3f,p_dac59d9a56,48,30,0,0,0,1568.75,2361.93,24.58
p_fa15783640,p_31ea66b114,70,59,0.04,0,2.2,10673.74,10375.46,718.42
p_9ee8c7bb3f,p_1d3a1e9c72,1,0,0,0,0,0,0,0
p_fa15783640,p_7c70673a72,4,1,0,0,0,0,0,0
p_9ee8c7bb3f,p_4e4c96e04d,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_49008d21d5,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_cd97d562f4,1,0,0,0,0,0,0,0
p_fa15783640,p_c2ea4681c9,1,0,0,0,0,0,0,0
p_fa15783640,p_0000bb7c38,773,400,1.92,18.63,16.52,203517.05,213007.05,10185.08
p_35d5f6446d,p_e3709e35e6,1,0,0,0,0,0,0,0
p_fa15783640,p_f1e3ce8d8f,6,4,0,0,0,166.43,166.43,0.01
p_fa15783640,p_4a506153bf,51,17,0,0,0,67.88,63.4,0
p_5ea52c2bb2,p_33605c47b9,1,1,0,0,0,0,0,0
p_5ea52c2bb2,p_6e2655a49c,1,0,0,0,0,0,0,0
p_fa15783640,p_52f625d2be,431,142,0,0.08,0.11,23453.12,22918.38,2783.92
p_fa15783640,p_840c949618,211,113,0,0.57,0.61,19001.25,18404.89,1213.19
p_444b282eb9,p_03d8267d0d,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_fa0bcd77ef,90,59,0,0.06,0.93,478.6,478.17,774.53
p_54a6a1c242,p_2ed2524343,6,1,0,0,0,0,0.01,0.02
p_9ee8c7bb3f,p_069d7df76a,2,0,0,0,0,0,0,0
p_463a8a7b6f,p_ba7e455773,9,5,0,0,0.03,74.88,74.88,195.54
p_444b282eb9,p_bb6c5f538b,66,35,0,0.25,0.29,3107.69,3032.79,4.49
p_9ee8c7bb3f,p_ce3877b693,51,29,0,0.07,0.19,1088.59,1088.29,530.8
p_fa15783640,p_43e83d9454,1,1,0,0,0,0,0,0
p_fa15783640,p_8743dab865,37,21,0,0.25,0.62,419.74,419.74,0
p_463a8a7b6f,p_463317c66d,20,9,0,0.01,0,10.13,10.15,10.2
p_9ee8c7bb3f,p_ff051bc3af,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_a2153c3168,1,0,0,0,0,0,0,0
p_fa15783640,p_b7ae4283b0,2,0,0,0,0,0,0,0
p_463a8a7b6f,p_f6fc43840f,1,1,0,0,0,0,0,0
p_463a8a7b6f,p_ce8952436b,1,1,0,0,0,0,0,0
p_463a8a7b6f,p_81fb136a0b,3,1,0,0,0,0,0,0
p_463a8a7b6f,p_6aa7bada64,2,1,0,0,0.01,0,0,0
p_eacc5274cf,p_2bef24b98e,2,1,0,0,0,0,0,0
p_444b282eb9,p_b1c624aa8c,1,1,0,0,0,300.78,298.27,0
p_fa15783640,p_da23a1821b,1,0,0,0,0,0,0,0
p_eacc5274cf,p_db8b53950c,43,23,0,0,0,23455.57,23455.7,2345.7
p_fedadf1682,p_60e7f7f050,1,0,0,0,0,0,0,0
p_444b282eb9,p_d423750db5,2,1,0,0,0,0,0,0
p_463a8a7b6f,p_b0ae69aa00,1,0,0,0,0,0,0,0
p_54a6a1c242,p_1f622cd606,40,21,0,0.01,0.06,7659.22,10270.54,90.38
p_9ee8c7bb3f,p_3d71193015,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_1fe4b0a305,40,18,0,0,0,246.53,244.49,193.28
p_463a8a7b6f,p_3df79daf10,1,1,0,0,0.02,0.48,0.47,0
p_463a8a7b6f,p_84d72a42ca,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_6d9c3d9df9,20,2,0,0.01,0,0,0.07,0.12
p_fa15783640,p_d7fa6ee85a,3,3,0,0,0,0,0,0
p_5ea52c2bb2,p_2e153e3690,2,1,0,0,0,0,0,0
p_5ea52c2bb2,p_dd39aabb97,479,249,0.3,0.47,0.54,14854.58,18638.82,1422.69
p_fa15783640,p_db8c181111,1,1,0,0,0,0,0,0
p_463a8a7b6f,p_72731ac7cc,2,0,0,0,0,0,0,0
p_5ea52c2bb2,p_de1b8fa0a8,3,2,0,0,0,8.98,8.82,0
p_fa15783640,p_c0023177d3,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_9c727c6db7,1,0,0,0,0,0,0,0
p_444b282eb9,p_c320041ebd,2,0,0,0,0,0,0,0
p_35d5f6446d,p_b199f58f86,49,28,0,0,0.01,830.06,740.33,30.64
p_fa15783640,p_36683ea572,21,12,0,0,0,1765.69,1681.61,6348.21
p_fa15783640,p_86d881ea77,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_af094e5bec,1,0,0,0,0,0,0,0
p_35d5f6446d,p_455dac1610,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_5558e2e71d,1,0,0,0,0,0,0,0
p_fedadf1682,p_28a6cc5a94,96,57,0,0.36,0.35,2072.77,1948.06,5122.44
p_fa15783640,p_276245b85a,14,8,0,0,0,1.8,1.8,16.86
p_5ea52c2bb2,p_c77c32dc72,7,5,0,0,0,0,0,37.91
p_463a8a7b6f,p_b9359d0c6c,1,0,0,0,0,0,0,0
p_a8e5fab6b1,p_55604d6f4b,2,0,0,0,0,0,0,0
p_337a2ae173,p_9840baef90,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_41c0164ed4,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_80304a6fab,2,1,0,0,0,0,0,0
p_fa15783640,p_e2f5506815,27,12,0,0.01,0.01,1205.07,1204.72,976.9
p_9ee8c7bb3f,p_dd2347a1c1,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_bb7d60e4a6,199,86,0,0,0,12410.86,16719.41,815.81
p_fedadf1682,p_210f07683f,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_128d4f5456,1,1,0,0,0,0,0,0
p_463a8a7b6f,p_6769e3ae43,1,0,0,0,0,0,0,0
p_fa15783640,p_98fd16a484,1,1,0,0,0,0,0,0
p_9ee8c7bb3f,p_1be2a6b3d0,2,0,0,0,0,0,0,0
p_5ea52c2bb2,p_cefda3aabe,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_10deb88ec4,1,0,0,0,0,0,0,0
p_befd9deec6,p_3f89c3801d,16,10,0,0,0.64,14738.1,14737.93,6306.59
p_463a8a7b6f,p_e575abc3f9,4,0,0,0,0,0,0,0
p_a8e5fab6b1,p_749a91e3f8,4,2,0,0,0,0,0,0
p_5ea52c2bb2,p_956a68f247,37,14,0,0.17,0.17,1546.83,1519.75,0.02
p_5ea52c2bb2,p_7c2c459522,1,0,0,0,0,0,0,0
p_fa15783640,p_30198193c8,170,94,0,0.01,0.22,37111.39,34578.31,4887.7
p_9ee8c7bb3f,p_890f6f3add,1,0,0,0,0,0,0.01,0.01
p_444b282eb9,p_a6ad503672,4,2,0,0,0,0,0.02,0.34
p_463a8a7b6f,p_05140afcfe,1,1,0,0,0,0,0,0
p_35d5f6446d,p_baeb446e9e,32,19,0,0.02,0.02,1107.9,975.56,0.69
p_fa15783640,p_712d7a2d84,1,0,0,0,0,0,0,0
p_54a6a1c242,p_dacb83839e,2,0,0,0,0.04,0,0,16.84
p_18df50f95b,p_041e532a89,1,1,0,0,0,0,0,0
p_5ea52c2bb2,p_ff8416cedd,1,1,0,0,0,0,0,0
p_35d5f6446d,p_4a3a10643c,11,9,0,0,0,0,182.48,0.04
p_35d5f6446d,p_af2a6836cd,63,37,0,0.01,0.07,4065.43,4094.02,543.61
p_fa15783640,p_96b6b8e7da,39,20,0,0,0.01,1610.93,1532.98,861.45
p_463a8a7b6f,p_05224f35ce,1,1,0,0,0,0,0,0
p_5ea52c2bb2,p_1fe6661191,2,0,0,0,0,0,0,0
p_444b282eb9,p_c165f12fe6,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_44bc8a6bc1,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_e70ced2f0b,22,13,0,0,0,0,0.02,0.03
p_463a8a7b6f,p_d56ccb9d07,2,1,0,0.15,0.01,0,0,0
p_463a8a7b6f,p_48647fbbfc,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_d64926139f,7,7,0,0,0,0,0,159.24
p_463a8a7b6f,p_172482caed,1,0,0,0,0,0,0,0
p_fa15783640,p_d8737ab378,1,0,0,0,0,0,0,0
p_fa15783640,p_c75ce6b3bb,961,226,0.45,1.61,1.92,61853.4,100845.41,3984.51
p_892bde13bc,p_ec3e2d18f9,17,11,0,0,0,68.7,68.7,0
p_fa15783640,p_356047989f,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_5c7071ff9f,1,0,0,0,0,0,0,0
p_fa15783640,p_433f66983a,1,1,0,0,0,452.17,442.55,0
p_9ee8c7bb3f,p_de33719ec6,2,0,0,0,0,0,0,0
p_5ea52c2bb2,p_6bf09807f5,1,0,0,0,0,0,0,0
p_fedadf1682,p_9edc5de4bd,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_ea1f396936,143,76,0,0,0.15,5814.65,5586.84,2127.6
p_463a8a7b6f,p_86e8a81dd4,2,0,0,0,0,0,0,0
p_463a8a7b6f,p_1d0accf559,1,0,0,0,0,0,0,0
p_fedadf1682,p_52f1fae1f9,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_c961fbcc72,1,1,0,0,0,0,0,0
p_fa15783640,p_e504304cb1,2,1,0,0,0,0,0,0.04
p_fedadf1682,p_8222984b23,1,0,0,0,0,0,0,0
p_892bde13bc,p_9a9bbd494f,4,3,0,0,0,0,0,0
p_fedadf1682,p_e1c5855cc5,1,0,0,0,0,0,0,0
p_54a6a1c242,p_e251f05efd,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_8efa5e7e1d,1345,676,0.89,1.45,2.53,106037.57,112175.93,7087.15
p_444b282eb9,p_c9bccc27e3,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_7d3dfe8cac,29,18,0,0.86,0.98,61.98,58.51,3011.8
p_9ee8c7bb3f,p_99ea0ae1a1,21,11,0,0,0,10.42,10.4,226.64
p_5ea52c2bb2,p_f43fdc22f0,34,21,0,0,0.01,16885.55,15743.27,182.36
p_463a8a7b6f,p_52bb306d2a,1,0,0,0,0,0,0,0
p_fa15783640,p_7528009e2b,1,1,0,0,0,179.4,179.4,0
p_35d5f6446d,p_e5bde09478,1,0,0,0,0,0,0,0
p_fa15783640,p_fd673a3489,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_a65edcf341,1,1,0,0,0,0,0,0
p_463a8a7b6f,p_5c81ab3933,1,1,0,0,0,23.13,23.16,15.88
p_5ea52c2bb2,p_3b7ce7dda8,35,19,0.13,0.27,0.17,282.19,280.77,44.02
p_463a8a7b6f,p_c7d2e73cc2,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_da87e0c68c,1,1,0,0,0,0,0.01,0.02
p_463a8a7b6f,p_bbceff2b2d,1,0,0,0,0,5.51,5.46,0.01
p_5ea52c2bb2,p_f0c66a9744,1,1,0,0,0,0,0,0
p_fa15783640,p_e5b9b409fd,20,13,0,0,0.03,2340.31,2256.24,6427
p_463a8a7b6f,p_f2f7143083,1,1,0,0,0,0,0,0
p_eacc5274cf,p_71122d7e2f,613,165,0.09,0.47,0.56,9115.11,9114.58,5514.68
p_fedadf1682,p_729bd82ff2,109,62,0.02,0.07,0.05,3533.95,3530.9,522.74
p_9ee8c7bb3f,p_8dacbf7912,2,1,0,0,0,0,0.01,0.01
p_fa15783640,p_8198be5258,1,1,0,0,0,0,0,0
p_444b282eb9,p_7986104ac0,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_36c392c1bb,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_74e83112d4,1,0,0,0,0,0,0,0
p_fa15783640,p_30d5476ce9,165,82,0,0.01,0.05,49213.52,49414.52,1659.35
p_463a8a7b6f,p_91a022df2b,2,0,0,0,0,0,0,0
p_892bde13bc,p_51062baa1d,2,2,0,0,0,0,0,0
p_9ee8c7bb3f,p_2bca0e7776,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_3ef20943cc,1,0,0,0,0,0,0,0
p_fedadf1682,p_83d7770e85,1,1,0,0,0,0,0,0
p_35d5f6446d,p_c3eae1064d,6,3,0,0,0,0,0,0.01
p_5ea52c2bb2,p_931200cfdc,1,1,0,0,0,0,0,0
p_5ea52c2bb2,p_8a7028c345,1,1,0,0,0,4782.13,9564.25,0
p_463a8a7b6f,p_c88ce4fbf8,1,1,0,0,0,0,0,0
p_9ee8c7bb3f,p_d2636b9307,1,0,0,0,0,0,0,0
p_fa15783640,p_8adbff7f0d,1,1,0,0,0,0,0,0
p_fa15783640,p_84e4cc8ee6,8,5,0,0,0.13,134.86,134.86,0
p_463a8a7b6f,p_dd09a129ef,5,1,0,0,0,0,0,0
p_fa15783640,p_fbfd4e45c6,9,7,0,0,0.01,67.75,66.95,0
p_35d5f6446d,p_c9abda9b87,3,2,0,0,0,0,0.02,0.04
p_fa15783640,p_6201b9ec9d,1,1,0,0,0,0,0,0
p_463a8a7b6f,p_d7809ecf80,1,0,0,0,0,0,0,0
p_892bde13bc,p_a3a022f145,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_d5dad7308f,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_453fa87a4e,74,40,0,0,0.04,1978.82,1952.98,403.01
p_fa15783640,p_d37117be32,1,0,0,0,0,0,0,0
p_fedadf1682,p_3150ff65de,1,1,0,0,0,0,0,0
p_a8e5fab6b1,p_ed3dc44d31,2,0,0,0,0,0,0,0
p_fa15783640,p_b4c04958dd,50,23,0,0,0,13.45,13.45,18.55
p_463a8a7b6f,p_ad50cfeb02,2,1,0,0.09,0.11,0,0,0
p_463a8a7b6f,p_7816e9ac62,1,1,0,0,0,0,0.01,0.01
p_fedadf1682,p_11e79f6019,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_75e1de58fa,3,2,0,0,0,0,0,0
p_9ee8c7bb3f,p_3bc0632a1c,2,0,0,0,0,0,0,0
p_444b282eb9,p_baf035ec74,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_012db771ad,1,1,0,0,0,0,0,0
p_463a8a7b6f,p_f5efacdc5c,1,0,0,0,0,0,0,0
