Asset Type,Asset,Engaged People,Engaged Accounts,BDR Booked Meeting (MQL),High Value Inquiry,Qualified Inquiry,SAL $,SALQ $,Closed Won $
p_9ee8c7bb3f,p_ec755b4616,2,2,0,0,0.14,0,0,0
p_fa15783640,p_b318c524ff,1,1,0,0,0,0,0,0.01
p_463a8a7b6f,p_0e69842c7d,1,1,0,0,0,0,0,0
p_18df50f95b,p_3a33ca0e77,9,8,0,0.05,0.05,0,0.01,47.69
p_463a8a7b6f,p_6f795c720f,4,3,0,0,0,0,0,0
p_9ee8c7bb3f,p_134c16177b,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_ddd0ee62fd,3,2,0,0,0,0,0,0
p_463a8a7b6f,p_27f3a7c939,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_126d05f815,2,0,0,0,0,0,0,0
p_463a8a7b6f,p_8a68c0057f,3,0,0,0,0,0,0,0
p_463a8a7b6f,p_765a7d67ac,1,1,0,0,0,0,0,0
p_5ea52c2bb2,p_d064aab209,1,1,0,0,0,0,0,0
p_463a8a7b6f,p_906f6ba8e4,6,2,0,0,0,14.42,13.95,0
p_5ea52c2bb2,p_fee8fdc39c,1,1,0,0,0,0,0,9.41
p_5ea52c2bb2,p_09da4fb6b2,25,10,0,0,0,1435.6,1355.38,5.11
p_18df50f95b,p_58cb4e040e,16,7,0,0,0,0,0.01,0.02
p_463a8a7b6f,p_f1e204d028,5,1,0,0.05,0.05,0,0,0
p_fedadf1682,p_ef6d219d49,1,0,0,0,0,0,0,0
p_18df50f95b,p_6e00a2851d,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_998953fb5d,59,42,0,0.29,0.56,181.52,181.52,277.83
p_9ee8c7bb3f,p_9d4e895455,2,0,0,0,0,0,0,0
p_463a8a7b6f,p_80e24404e0,7,6,0,0,0,9.02,8.77,29.67
p_18df50f95b,p_f8515626ee,4,0,0,0,0,0,0,0
p_befd9deec6,p_6b30c9262d,85,57,0,0,0.5,0,0,0
p_337a2ae173,p_b61150bbb0,271,160,0,0.11,0.77,61.57,134.1,401.6
p_5ea52c2bb2,p_9600682d4d,3,1,0,0,0,0,0.01,1.48
p_5ea52c2bb2,p_b05acdcc3f,6,3,0,0,0,0,0,0
p_463a8a7b6f,p_e5ecc668c5,4,1,0,0,0.01,5.51,5.45,0
p_5ea52c2bb2,p_2e792809cd,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_f669942bd9,1,1,0,0,0,0,0,0
p_35d5f6446d,p_6633d7a815,1,0,0,0,0,0,0,0
p_fedadf1682,p_19cf952006,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_a729a0dd2a,15,11,0,0.01,0.34,3703.46,3703.52,2824.72
p_5ea52c2bb2,p_11b48d170e,86,45,0,0,0.01,3935.03,6283.95,257.87
p_463a8a7b6f,p_32fa50f6de,7,6,0,0,0,0,0.03,68.54
p_5ea52c2bb2,p_30582e3418,2,1,0,0,0,0,0,0
p_5ea52c2bb2,p_cee96ae5ef,2,0,0,0,0,0,0,0
p_18df50f95b,p_182575b581,15,8,0,0,0,0,0.01,0.02
p_fa15783640,p_44ffa0dd6d,178,91,0.02,0.01,0.25,15949.6,21975.03,12277.98
p_463a8a7b6f,p_d98e30263f,110,62,0.11,0.04,0.08,3121.97,3175.8,1601.35
p_fedadf1682,p_235e32863c,1,0,0,0,0,0,0,0
p_444b282eb9,p_b23b0d7d2b,205,97,0,1.32,1.39,1754.99,1755.04,1781.19
p_fa15783640,p_cbcd7a6344,92,51,0,0.01,0.09,8221.59,8017.26,1996.26
p_9ee8c7bb3f,p_6b7a4aec25,1,0,0,0,0,0,0,0
p_96fe923d5b,p_2ef82f44dc,1,1,0,0,0,0,0,0
p_a8e5fab6b1,p_9c0ba8c36b,1,0,0,0,0,0,0,0
p_337a2ae173,p_72513130b3,2,1,0,0,0,0,0,0
p_463a8a7b6f,p_5ac0554f8f,259,155,0.02,0.16,0.61,7724.57,7402.48,10924.91
p_fa15783640,p_3aaf357cee,1,1,0,0,0,0,0,0
p_463a8a7b6f,p_e24fc5bbbd,1,1,0,0,0,0,0,0
p_463a8a7b6f,p_a95a94377b,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_7a325b64bc,376,175,0,0.18,0.28,85136.06,84820.45,2715.93
p_9ee8c7bb3f,p_88c771f735,1,0,0,0,0,0,0,0
p_a8e5fab6b1,p_fb459b78af,1,0,0,0,0,0,0,0
p_fedadf1682,p_59c5e27b96,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_7491248474,61,26,0.1,0.18,0.11,16446.56,16387.6,21.17
p_463a8a7b6f,p_1bbd0e0136,1,1,0,0,0,0,0,0
p_444b282eb9,p_3b78ce84fa,3,1,0,0,0,0,0,0
p_6c6a0eefcb,p_d75dadcc5c,1,1,0,0,0,0,0,0
p_463a8a7b6f,p_1c83cce3cf,1,1,0,0,0,0,0,0
p_9ee8c7bb3f,p_4795bafa1b,2,1,0,0,0,0,0,0
p_5ea52c2bb2,p_729ce4ad15,18,13,0,0,0,1726.34,1700.27,1463.64
p_35d5f6446d,p_c2d48d9c28,11,5,0,0,0,0,0.04,25.43
p_fa15783640,p_ea01302d0a,25,12,0,0,0,0,0,0
p_35d5f6446d,p_e7f7425b3c,1,0,0,0,0,0,0,0
p_fa15783640,p_5586271f02,360,243,1.77,0.45,18.82,76818.56,120311.21,22389.58
p_337a2ae173,p_27734fd6db,1,0,0,0,0,0,0,0
p_a8e5fab6b1,p_247421cbe0,2,0,0,0,0,0,0,0
p_fceac992e7,p_de87c4310a,72,53,1.47,14.31,12.41,7395.5,7860.17,392.01
p_fa15783640,p_3d6540e9ce,1,1,0,0,0,0,0,0
p_fedadf1682,p_20342a4268,1,1,0,0,0,0,0,0
p_444b282eb9,p_841d154648,8430,4596,19.42,62.72,62.4,928194.21,968715.94,162862.9
p_463a8a7b6f,p_423860f236,175,46,0,0.01,0.23,448.72,508.64,242.68
p_463a8a7b6f,p_3ea225d190,85,51,0,0.14,0.25,48.39,2005.95,90.21
p_fa15783640,p_e7cc6fe0bd,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_9f1181a45c,1,0,0,0,0,0,0,0
p_35d5f6446d,p_ef7843ac06,17,11,0,0,0.01,248.13,248.13,25.4
p_9ee8c7bb3f,p_5ae6eba3b8,15,7,0,0.01,0,6.84,6.84,12.2
p_463a8a7b6f,p_df360aeb5c,2,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_b3ae212070,2,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_01caf40717,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_8c50b5e3e6,2,2,0,0,0,0,0,0
p_5ea52c2bb2,p_9197382733,1,1,0,0,0,0,0,0
p_463a8a7b6f,p_fa51c45e76,1,0,0,0,0,0,0,0
p_fa15783640,p_c6b8b86802,1,0,0,0,0,0,0,0
p_fedadf1682,p_e6c3a4d0d5,3,1,0,0,0,0,0,0
p_463a8a7b6f,p_9e2898f83c,2,1,0,0.07,0.08,0,0,0
p_5ea52c2bb2,p_f84e5a4f6b,1,1,0,0,0.03,3139.93,2783.63,0
p_9ee8c7bb3f,p_41d8a8b64a,3,1,0,0,0,0,0,0
p_5ea52c2bb2,p_0e44a1aea1,1,1,0,0,0,0,0,0
p_463a8a7b6f,p_b13590ea7d,2,0,0,0,0,0,0,0
p_96fe923d5b,p_1c0cbcf487,1,1,0,0,0,0,0,0
p_fa15783640,p_4a591e8ced,2,0,0,0,0,0,0,0
p_463a8a7b6f,p_a1a7db94bc,19,9,0,0,0.01,4633.75,4633.79,617.15
p_463a8a7b6f,p_a57a079066,1,1,0,0,0,0,0,0
p_35d5f6446d,p_e75e08be98,1,0,0,0,0,0,0,0
p_54a6a1c242,p_8c7db7bc97,6,1,0,0,0,0,0,0
p_5ea52c2bb2,p_b14d032295,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_d4f4f82565,1,0,0,0,0,0,0,0
p_35d5f6446d,p_f147c1e042,1,0,0,0,0,0,0,0
p_fa15783640,p_9bb22795d0,1,0,0,0,0,0,0,0
p_fa15783640,p_43ae42af78,22,13,0,0,0.07,9.09,9.09,37.21
p_463a8a7b6f,p_d2148a45d2,1,0,0,0,0,0,0,0
p_6c6a0eefcb,p_d312b32566,17,8,0,0.03,0.02,14.42,14.22,0.59
p_35d5f6446d,p_cfd05d6809,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_c797d95784,2,0,0,0,0,0,0,0
p_5ea52c2bb2,p_39d1d4a1c2,1,0,0,0,0,0,0,0
p_fa15783640,p_49a4ebda9e,1,0,0,0,0,0,0,0
p_a8e5fab6b1,p_d378f7c1d4,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_7f54943286,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_63a982ccb6,1,0,0,0,0,0,0.01,0.01
p_5ea52c2bb2,p_caf79ee2a4,7,4,0,0,0,0,0.02,0.04
p_463a8a7b6f,p_b608182373,5,3,0,0,0,0,0,0
p_fa15783640,p_a3b82d6051,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_a01d3abdda,3,0,0,0,0,0,0,0
p_463a8a7b6f,p_d41e1a58b5,1,1,0,0,0,0,0,0
p_9ee8c7bb3f,p_0b8f060a1d,1,0,0,0,0,0,0,0
p_a8e5fab6b1,p_4d55fcc366,4,1,0,0,0,0,0,0
p_9ee8c7bb3f,p_4d69e39b14,3,2,0,0,0,0,0.01,0.01
p_463a8a7b6f,p_4251a38ce8,1,0,0,0,0,312.93,311.68,0
p_5ea52c2bb2,p_eb448a57c9,292,123,0.04,0.04,0.09,5101.2,5087.62,518.67
p_9ee8c7bb3f,p_24dda1e53e,1,1,0,0,0,0,0,0
p_fa15783640,p_4e08d452fe,1,0,0,0,0,27.1,27.1,0
p_9ee8c7bb3f,p_01b754aff4,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_4f8d5e50c1,9,6,0,0,0,0,0.03,0.06
p_5ea52c2bb2,p_87cab0a990,97,41,0,0.02,0.05,2175.57,2171.49,1591.25
p_463a8a7b6f,p_28573cb2a2,6,4,0,0,0,22.79,22.79,0
p_463a8a7b6f,p_44edfd520d,2,0,0,0,0,0,0,0
p_5ea52c2bb2,p_8b96e133c0,8,6,0,0,0,0,0,0
p_fedadf1682,p_e14320b897,1,0,0,0,0,0,0,0
p_fa15783640,p_14aa26b1a5,66,37,0.1,0.16,0.37,2895.93,2759.98,113.96
p_fa15783640,p_4ebd318cd2,376,116,0.21,1.52,4.94,578.73,684.07,4.13
p_337a2ae173,p_fc72e6d9bc,2,0,0,0,0,0,0,0
p_463a8a7b6f,p_60bdaf7ff6,1,0,0,0,0,0,0,0
p_fedadf1682,p_a139fa9f48,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_53a6a4e4cd,11,5,0,0,0,0,0.01,0.02
p_fa15783640,p_466bd60b2a,1,0,0,0,0,0,0,0
p_337a2ae173,p_c25c82628c,1,1,0,0,0,0,0,0
p_fa15783640,p_6c3644aeef,28,16,0.03,0.01,0.01,1470.09,1466.23,475.32
p_a8e5fab6b1,p_da00948d50,2,0,0,0,0,0,0,0
p_a8e5fab6b1,p_9e51440752,2,0,0,0,0,0,0,0
p_463a8a7b6f,p_5d0112cb58,1,0,0,0,0,0,0,0
p_fa15783640,p_5069010242,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_272677798e,23,9,0,0,0,294.29,254.67,201.93
p_a8e5fab6b1,p_49b29e58d5,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_311c5fbe29,3,2,0,0,0,0,0,0
p_35d5f6446d,p_d589308d94,86,50,0,0.1,0.13,3175.81,3075.13,1506.79
p_18df50f95b,p_778cde2d17,1,1,0,0,0,0,0,0
p_35d5f6446d,p_9a3f894e62,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_4795438acf,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_ca8ef08bd9,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_dbf3202021,2,1,0,0,0,0,0,0
p_fedadf1682,p_fdb20cc204,1,1,0,0,0,0,0,0
p_5ea52c2bb2,p_1f7f0b190a,1,0,0,0,0,0,0,0
p_96fe923d5b,p_1946dfee2d,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_aaa156d178,1,0,0,0,0,0,0,0
p_a8e5fab6b1,p_e5f84d5c69,3,1,0,0,0,0,0,0
p_54a6a1c242,p_48e359311d,10,4,0,0,0,0,0.18,0.33
p_fa15783640,p_53fe141b25,1,1,0,0,0,0,0,0
p_fedadf1682,p_d8549b86fe,82,33,0.42,0.29,0.3,39834.97,39547.11,392.41
p_5ea52c2bb2,p_c806edb24c,3,1,0,0,0,0,0,0
p_9ee8c7bb3f,p_186ff0434d,1,1,0,0,0,0,0,0
p_9ee8c7bb3f,p_ae0cc6d962,3,2,0,0,0,0,0,0
p_fedadf1682,p_70da9d4a1c,1,0,0,0,0,0,0,0
p_fedadf1682,p_62f8e190ff,1,0,0,0,0,0,0,0
p_35d5f6446d,p_6458bd82ae,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_abb4112ef2,1,0,0,0,0,0,0,0
p_fedadf1682,p_db68d6ff1f,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_7da878a2cd,3,2,0,0,0,0,0,0
p_9ee8c7bb3f,p_b782390d40,1,0,0,0,0,0,0,0
p_fa15783640,p_e4ff48ec4f,1,1,0,0,0,0,0,0
p_5ea52c2bb2,p_9a988a4cfa,1,1,0,0,0,0,0,0
p_463a8a7b6f,p_ce2ddab5b7,1,0,0,0,0,0,0,0
p_fedadf1682,p_e0785212c0,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_c08da21d3b,1,0,0,0,0,0,0,0
p_35d5f6446d,p_54e33b6171,9,4,0,0,0,56.7,54.06,0.02
p_463a8a7b6f,p_145a0e0d4f,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_12ba4f54ba,2,0,0,0,0,0,0,0
p_fa15783640,p_b35284ff11,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_38a5e9838c,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_90e72b1050,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_1475c7f5f8,6,1,0,0,0.01,0,0,0
p_fa15783640,p_d6d2bb6399,1,1,0,0,0,35.88,35.52,0
p_9ee8c7bb3f,p_9610075725,1,1,0,0,0,0,0,0
p_fa15783640,p_b3e778016d,1,1,0,0,0,0,0,0
p_9ee8c7bb3f,p_e44b4f82b6,1,0,0,0,0,0,0.01,0.01
p_9ee8c7bb3f,p_c4bd3b130b,2,1,0,0,0,0,0,0
p_35d5f6446d,p_f93f6d4f2d,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_2bbc2d21a1,1,1,0,0,0,0,0,0
p_5ea52c2bb2,p_5509ce2882,1,1,0,0,0.03,1111.3,941.75,0
p_fa15783640,p_78c729c739,505,170,0,0,0.39,4454.27,8402.27,1791.71
p_fedadf1682,p_911db1c8c2,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_412e06e47f,1,0,0,0,0,0,0,0
p_18df50f95b,p_27a3ccbc71,11,9,0,0,0,0,0.01,0.02
p_9ee8c7bb3f,p_deba674e8d,2,0,0,0,0,0,0,0
p_54a6a1c242,p_bacd6ffd97,11,6,0,0,0,0,0,0
p_463a8a7b6f,p_da8d5c3da3,1,0,0,0,0,0,0,0
p_18df50f95b,p_62279fd778,4,2,0,0.04,0.08,0,0.01,7.82
p_6c6a0eefcb,p_f3502b4982,1983,1108,0.4,3.52,9.88,167543.79,169739.06,95943.19
p_fa15783640,p_7162108f81,1,1,0,0,0,0,0,0
p_9ee8c7bb3f,p_8fd1ece64e,5,3,0,0,0,0,0,0.01
p_9ee8c7bb3f,p_fc2317be19,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_7d515a84b8,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_e3d4bac6e2,139,60,0,0.02,0.02,9080.13,9073.32,1993.54
p_9ee8c7bb3f,p_c079dfbe2d,3,2,0,0,0,0,0,0.73
p_892bde13bc,p_efa01dda81,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_f758e9fe09,1,0,0,0,0,0,0,0
p_fedadf1682,p_cbc08f169b,1,0,0,0,0,0,0,0
p_fa15783640,p_7dfe5975e8,1,1,0,0,0,0,0,0
p_fa15783640,p_280ff87a84,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_23096dfbad,2,0,0,0,0,0,0,0
p_18df50f95b,p_5ed0e1fd76,2,0,0,0,0,0,0,0
p_5ea52c2bb2,p_0d4b3a14f6,1,0,0,0,0,0,0,0
p_35d5f6446d,p_94b93931a6,3,1,0,0,0,0,0,0.01
p_9ee8c7bb3f,p_2eb8d673af,16,6,0,0,0.2,40.11,39.6,0.02
p_5ea52c2bb2,p_94b716fd2a,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_74803d0db1,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_014760903b,1,0,0,0,0,0,0,0
p_fa15783640,p_0969f720ef,1,1,0,0,0,0,0,0
p_a8e5fab6b1,p_0ac264f789,1,0,0,0,0,0,0,0
p_fedadf1682,p_6f57a69ef6,1,0,0,0,0,0,0,0
p_fedadf1682,p_e131700645,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_66821c53db,36,13,0.33,0.34,0.43,4139.3,4137.35,0
p_9ee8c7bb3f,p_7d10fb197d,1,0,0,0,0,0,0,0
p_fa15783640,p_4264d6cc61,1,1,0,0,0,496.69,496.69,0.01
p_444b282eb9,p_d8a4c54520,1,1,0,0,0,0,0,0
p_fa15783640,p_ec192a04e8,1,1,0,0,0,0,0,0
p_5ea52c2bb2,p_a03d0d2fd7,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_62ad599043,1,1,0,0,0,0,0,0
p_9ee8c7bb3f,p_fa316f8583,1,0,0,0,0,0,0,0
p_892bde13bc,p_501f613035,93,87,9.5,0,4.5,65973.25,148604.53,4604.15
p_463a8a7b6f,p_a191481bf1,2,0,0,0,0,0,0,0
p_444b282eb9,p_d215fbaa94,2,2,0,0,0,0,0,0
p_9ee8c7bb3f,p_0a4ef8e423,1,0,0,0,0,0,0,0
p_54a6a1c242,p_e928950d36,1,0,0,0,0,0,0,0
p_fedadf1682,p_dc7dd7a2cc,1,0,0,0,0,0,0,0
p_35d5f6446d,p_e9eff6b293,3,2,0,0,0,0,0.01,0.02
p_54a6a1c242,p_adb873b835,1,1,0,0,0,0,0,0
p_5ea52c2bb2,p_417e8c19b3,4,2,0,0,0,0,0,0
p_463a8a7b6f,p_b20ba129c1,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_20712ea2f1,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_2e4d77d305,2,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_f677dd5c5a,9,3,0,0,0,0,0.01,0.01
p_fa15783640,p_8dfb16eefe,27,23,0,0,3.6,0,0,0.01
p_9ee8c7bb3f,p_81c7e4d5ac,3,2,0,0,0,0,0,0
p_9ee8c7bb3f,p_cd6107604a,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_6ebdb893ad,1,0,0,0,0,0,0,0
p_892bde13bc,p_f3bb4da7bc,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_a7d836144e,3,0,0,0,0,0,0,0
p_5ea52c2bb2,p_2404a2cff0,9,3,0,0,0,0,0,0
p_5ea52c2bb2,p_510044c64f,1,0,0,0,0,0,0,0
p_fedadf1682,p_2a7f717425,1,1,0,0,0,0,0,0
p_9ee8c7bb3f,p_629671473b,1,0,0,0,0,0,0,0
p_444b282eb9,p_93a5ec0b5b,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_1a9da498fa,2,1,0,0,0.01,836.12,834.4,1390.41
p_463a8a7b6f,p_7f92e1bd4b,1,1,0,0,0,0,0,0
p_463a8a7b6f,p_ea25c1d148,2,1,0,0,0,0,0,0
p_463a8a7b6f,p_60c35cf2ba,1,1,0,0,0,0,0,0
p_fa15783640,p_7aa2a96aef,29,10,0,0.01,0.01,0,0,0
p_463a8a7b6f,p_328c74e89a,1,0,0,0,0,0,0,0
p_337a2ae173,p_aa6a86a5c9,72,28,0,0,0.2,10335.13,10339.26,4913.54
p_a8e5fab6b1,p_bb82b16a8e,1,0,0,0,0,0,0,0
p_337a2ae173,p_e074f1bb15,1,1,0,0,0.13,0,0,0
p_5ea52c2bb2,p_a183a02973,1,1,0,0,0,0,0,0
p_463a8a7b6f,p_c1ca5b3228,1,1,0,0,0,0,0,0
p_fa15783640,p_8e22590d20,2,2,0,0,0,73.32,72.63,30.86
p_fa15783640,p_1e4b366887,9,5,0,0,0.31,0,0,0
p_6c6a0eefcb,p_0863b2d129,22,7,0,0.17,0,0,0,0
p_35d5f6446d,p_9e39522063,1,1,0,0,0,0,0,0
p_9ee8c7bb3f,p_d615fa6e83,31,14,0,0,0,2333.12,2309.32,611.43
p_9ee8c7bb3f,p_a1f2cdad9e,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_75264dc5e2,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_c89529da7b,1,1,0,0,0,0,0,0
p_463a8a7b6f,p_7fcb3c53c0,1,0,0,0,0,0,0,0
p_fedadf1682,p_1bda2bd8b6,1,0,0,0,0,0,0,0
p_337a2ae173,p_0ce1eb46cf,36,19,0,0,0,9261.58,9261.56,176.31
p_5ea52c2bb2,p_767fb0ec3d,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_d847f1af6c,2,2,0,0,0,0,0,0
p_18df50f95b,p_37227e3137,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_ae8696e5f8,1,1,0,0,0,0,0,0
p_463a8a7b6f,p_b341b1b346,1,0,0,0,0,0,0,0
p_fa15783640,p_afc7533f50,1,1,0,0,0,0,0,0
p_fa15783640,p_d0d871f2db,3,1,0,0,0,0,0,0
p_463a8a7b6f,p_893ca6cfe2,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_2fdbe7d8b1,199,123,0,0.01,0.06,9425.98,12607.87,1002.85
p_9ee8c7bb3f,p_61a0170e6f,4,2,0,0,0,0,0.01,0.02
p_463a8a7b6f,p_0087a9b56a,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_a1be189f26,28,12,0,0.01,0,27881.24,27874.08,207.89
p_54a6a1c242,p_c63851e8eb,1,0,0,0,0,0,0,0
p_fceac992e7,p_23c97b8843,15,8,0,0.04,0.14,1066,1066,0
p_9ee8c7bb3f,p_375317d1b2,5,3,0,0,0,6.85,6.85,0
p_5ea52c2bb2,p_2bf1807369,85,45,0,0,0.01,8360.57,8330.26,110.84
p_463a8a7b6f,p_a538bcc912,4,2,0,0,0,0,0,58.05
p_9ee8c7bb3f,p_3b9aa5c0d8,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_ff529fd505,98,60,0,0.07,0.03,5503.91,5502.1,1928.8
p_892bde13bc,p_fe721e3f08,210,87,0.14,0.18,0.32,16951.04,26817.06,4238.12
p_fa15783640,p_dde20746ab,12,5,0,0,0,0,0,0.29
p_892bde13bc,p_1ca7e046df,5,5,0,0,0,0,0,0
p_fa15783640,p_55f9932cac,1,1,0,0,0,0,0.01,0.02
p_337a2ae173,p_e1eb9a83b8,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_873319c48d,1,0,0,0,0,0,0,0
p_a8e5fab6b1,p_5d09a43208,2,1,0,0,0,0,0,0
p_96fe923d5b,p_f556ef94fb,32,10,0,0,0,0,0.01,0.01
p_463a8a7b6f,p_933db34fc0,1,1,0,0,0,0,0,0
p_6c6a0eefcb,p_14f4128e58,4,2,0,0,0,0,0,0
p_5ea52c2bb2,p_7ed216a65e,1,1,0,0,0,0,0,0
p_5ea52c2bb2,p_04ca15d9d0,13,5,0,0,0,0,0,0
p_18df50f95b,p_d815aeab3b,2,1,0,0,0,0,0,0
p_463a8a7b6f,p_4779e09b6a,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_a9ae009c58,1,1,0,0,0,0,0.07,4.61
p_444b282eb9,p_57639a92e9,5,2,0,0.08,0.08,0,0.05,0.98
p_463a8a7b6f,p_dc13921b0f,2,1,0,0,0,0,0,0
p_337a2ae173,p_2c95c9f22b,1,1,0,0,0,0,0,0
p_35d5f6446d,p_94cd985d56,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_f9f0832410,132,57,0,0.2,0.13,497.16,495.54,915.22
p_9ee8c7bb3f,p_a143d4d372,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_dbbc96f8a0,1,1,0,0,0,0,0,0
p_9ee8c7bb3f,p_355595d0a6,150,74,0,0,0,0,61.42,84.59
p_5ea52c2bb2,p_ea92a3c22d,69,36,0,0,0.02,1972.19,1971.52,420.59
p_5ea52c2bb2,p_1fec47ab71,1,0,0,0,0,0,0,0
p_5ea52c2bb2,p_cd809c606c,2,1,0,0,0,0,0,0
p_9ee8c7bb3f,p_d51bd27c06,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_21353141e2,10,7,0,0,0,908.18,908.18,984.8
p_9ee8c7bb3f,p_9b4b11fabf,1,0,0,0,0,0,0,0
p_35d5f6446d,p_6a61aa2129,7,3,0,0,0,0,0,34.02
p_463a8a7b6f,p_81e6a21292,1068,190,0,0.34,0.18,3559.01,4816.23,16482.74
p_9ee8c7bb3f,p_4a5b488d21,1,0,0,0,0,0,0,0
p_35d5f6446d,p_e6dfe737cc,1,1,0,0,0,0,0,0
p_fa15783640,p_f459498d9b,2,1,0,0,0,0,0,0.02
p_35d5f6446d,p_7724caa8c1,1,1,0,0,0,0,0,0
p_35d5f6446d,p_e12e014d2d,23,15,0,0,0.03,742.62,738.3,267.29
p_463a8a7b6f,p_007b8b0059,23,10,0,0,0.04,189.34,175.76,441.26
p_35d5f6446d,p_2cf9abc1b9,1,0,0,0,0,0,0,0
p_444b282eb9,p_001e3a38b8,2,0,0,0,0,0,0,0
p_5ea52c2bb2,p_2d56a03306,19,8,0,0.1,0.08,2169.05,2605.58,47.16
p_fedadf1682,p_61f187db26,3,1,0,0,0,0,0,0
p_5ea52c2bb2,p_489808e63b,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_d8832c9eb4,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_c03e1c5bf7,7,3,0,0,0,0,144.29,0.02
p_444b282eb9,p_c95d9cfccd,1,0,0,0,0,0,0,0
p_444b282eb9,p_f24aeb8c10,1,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_1b6b9cc960,2,0,0,0,0,1720.36,1720.36,0
p_5ea52c2bb2,p_2c03e8c0bb,40,21,0,0,0,380.75,409.21,116.71
p_463a8a7b6f,p_8bf4dc56d7,13,8,0,0,0,3.37,3.37,0
p_9ee8c7bb3f,p_df2f2ff088,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_a039637ee4,3,0,0,0,0,0,0,0
p_9ee8c7bb3f,p_a841d37895,1,0,0,0,0,0,0,0
p_a8e5fab6b1,p_01e4b70265,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_95049ab84d,2,2,0,0,0,0,0,0
p_9ee8c7bb3f,p_ce6409dc51,31,20,0,0,0.01,1387.33,1744,35.68
p_fedadf1682,p_c2a55b69b1,1,0,0,0,0,0,0,0
p_463a8a7b6f,p_cdc004165c,1,0,0,0,0,0,0,0
p_fedadf1682,p_1944523a0d,1,0,0,0,0,0,0,0
p_fa15783640,p_2cc89f12fa,48,28,0,0.06,0.06,9606.58,9605.68,9486.42
p_463a8a7b6f,p_d38b206f36,2,0,0,0,0,0,0,0
p_444b282eb9,p_690a060e64,4,2,0,0,0,0,0.08,11.06
